---,ID,Question,OptionA,OptionB,OptionX,OptionY,CorrectAnswer,Hint
Q091,Q091,"NSLOCTEXT(""[97909B572779E03DD3357BE8AD9AB098]"", ""588CEB7056118BD2C2E13A8FE410B0D7"", ""Who was Moses' sister who watched over him in the basket?"")","NSLOCTEXT(""[63DFBB1CAD514CF045C45B977007BB50]"", ""0C8D9707392EEBF06D26F700C4C9A306"", ""Miriam"")","NSLOCTEXT(""[B53DFCEB3B71E055B6FA2886D84BF66C]"", ""1E04C6D29F910B3DF10EC1E986CB3F78"", ""Zipporah"")","NSLOCTEXT(""[80EC31945CF84A364A8509381E1A5D87]"", ""938526E8079F154A31711D67411DC98B"", ""Deborah"")","NSLOCTEXT(""[4B0EF32233BC4E8E00AE461054A1985F]"", ""85973324DBF831A791B5EA02CA15B34B"", ""Elisheba"")",OptionA,"NSLOCTEXT(""[DBE411158542D44668FCBF3C087A8F23]"", ""1352F9052FAF4BDACA8FBDC2B723AE70"", ""Exodus 2"")"
Q092,Q092,"NSLOCTEXT(""[D0AA0021C8F2584AE0D598D467B39C09]"", ""6BC28941E2755DE22D8F3FD085A3EE95"", ""What did the Israelites build while Moses was on the mountain?"")","NSLOCTEXT(""[9BF6104FF0DDFB8206E251A16E541BDD]"", ""0D3643930F3ABD57A8C6CAA219767A42"", ""A temple"")","NSLOCTEXT(""[FE8A71A4F845FD3881A3B2117EC45B69]"", ""5E1F1A5393F2540F13F2B684E0746C35"", ""A golden calf"")","NSLOCTEXT(""[8A6745296811039442CC45A0D5AE81B8]"", ""21B633315375482133524CE9E0F2AC9F"", ""An altar of stones"")","NSLOCTEXT(""[7F0191D3D7E0BB45E487B150684FE2E0]"", ""BFEEE687D25425AB4483CC856A81AE89"", ""A bronze serpent"")",OptionB,"NSLOCTEXT(""[2C0F370CD21AB82B3993608F0C42C189]"", ""C72E264D62D21BEC4992EFE38A9F37EE"", ""Exodus 32"")"
Q093,Q093,"NSLOCTEXT(""[617A556948CC80F320B3EB46DC539009]"", ""36A526EAAC0E2ACB276722B0D9001CB8"", ""Who was the high priest and Moses' brother?"")","NSLOCTEXT(""[FE17C1035217B81DB0E104F75811D0FD]"", ""9E7CF895C317CF0178C3ADAAC8409627"", ""Aaron"")","NSLOCTEXT(""[C52A36C3C64FE043C17C4676B1A5D71D]"", ""4DFE1B8AA10F6875A1B470BB84E834BF"", ""Eleazar"")","NSLOCTEXT(""[5C364EB38971D87A4438B8C8199568DA]"", ""8FD5E318A43589D0A7BB419FF7E0A7C2"", ""Phinehas"")","NSLOCTEXT(""[4425DC5B4479E6C59175F962211B9EF4]"", ""FD89F1FD961EC3931B59607EEF1B79C2"", ""Joshua"")",OptionA,"NSLOCTEXT(""[AEF6EFD7F7A263C0C75F5EA1A7BE9661]"", ""5093621992EA4F0BEB2D2223197EFB56"", ""Exodus 28"")"
Q094,Q094,"NSLOCTEXT(""[71B1DE7447D75AEA47B3F6BF231D4702]"", ""9E104ED69BD257C617FD42BD81546D8D"", ""What did the Ark of the Covenant contain, among other items?"")","NSLOCTEXT(""[894B13F55F5EFA237E7A155C8E9FBB04]"", ""17D6F21FD10439301DCFBFA7DD5F0BFF"", ""The Ten Commandment tablets"")","NSLOCTEXT(""[44B4236E46BBBB7541B87C9966F521C3]"", ""C34553A1634A0156E0AAC09EF7C7841E"", ""A crown"")","NSLOCTEXT(""[8F8B8D5FC077B6137DF52790140D748B]"", ""1EF55716206EA852F7FD240587EBCBAE"", ""Manna and Aaron's coins"")","NSLOCTEXT(""[F779D1E85E46D56450CA836995F94B68]"", ""4FF8BB666EB4E9563AE9D0A2DE862E07"", ""The staff of Solomon"")",OptionA,"NSLOCTEXT(""[E46F121439E7729952846A391E12B292]"", ""5485445C570CD1F99E42DD52BDB81B77"", ""Hebrews 9:4"")"
Q095,Q095,"NSLOCTEXT(""[E1B6CE24466CB7DF8932A19B5BF25F5F]"", ""B694C3740CC4FC775FBA2C06AECF9235"", ""Who was king when the Israelite kingdom split into two?"")","NSLOCTEXT(""[81E097729558EF6BE16424BFED32AAEA]"", ""D5A20BD34E67266F21F665FDDE965224"", ""Solomon"")","NSLOCTEXT(""[0C898ECDD1AA54D5DEBB4768AA4A02D0]"", ""3C5AA1B19A2256EB108FCCDCA956F81D"", ""Rehoboam"")","NSLOCTEXT(""[B477AA0E7D10BD76FB6CB1A60B60A1CE]"", ""C34BD7AACF11DCDB3AAF4E5F77593B75"", ""David"")","NSLOCTEXT(""[9649C7D6A6DA0B2E21F8E5099ED612F9]"", ""BA18DF6F9E922302851312FE92C29387"", ""Saul"")",OptionB,"NSLOCTEXT(""[0E88320FA4D77F017C1BA2AF44E0AD17]"", ""E62D91780B7BABA2503CCC1303FC7349"", ""1 Kings 12"")"
Q096,Q096,"NSLOCTEXT(""[2CA9AFFB39C4726B12F8E40CF2510BFD]"", ""1D36B7826778DCED9BD0DC6498F463D8"", ""Who confronted the prophets of Baal on Mount Carmel?"")","NSLOCTEXT(""[C01A4D32FA009A0B5233966F1B1F6CCB]"", ""E57D91F99A5F0474B55CAEB47485DF40"", ""Elisha"")","NSLOCTEXT(""[BBC33725B896A70D91B0C1C1C415EBFA]"", ""F961AFDABDA89F904968851757C4FF29"", ""Elijah"")","NSLOCTEXT(""[F6875F79F9D254464A91E20F22FFF68D]"", ""B12EA46A4800E439291F7DE1AED8AD31"", ""Isaiah"")","NSLOCTEXT(""[F75F34ED3E8C45F516D6BCF0D232A859]"", ""D934405C419B0434562BE6F4CD2A1FCB"", ""Micah"")",OptionB,"NSLOCTEXT(""[E7816842B26C0B956586A28790464B7C]"", ""B89B4E036A84A2267A0EBC75022CA4BE"", ""1 Kings 18"")"
Q097,Q097,"NSLOCTEXT(""[87E83BDBE472A8ECEC9B9F6B72A580D6]"", ""67FAF9EB067B31D7BC6E0F43D5F71FE9"", ""Who was thrown into a well/cistern by his brothers?"")","NSLOCTEXT(""[2FE6BC47DB33496A02DFA6180F506DED]"", ""0AD6B17180AFE77F597048C7F1ED4DAF"", ""Joseph"")","NSLOCTEXT(""[EF44D7CA1CA42E38E13057055334BE64]"", ""41C6C126BB5BF6AE7D3BE72A82BF50C2"", ""Benjamin"")","NSLOCTEXT(""[695234812C165793A0D8B0E458AEBE42]"", ""4CEEC3589C12C86D1C64BD2F483F147A"", ""Reuben"")","NSLOCTEXT(""[D09DA10D6AC6E338FE8D3B45DB091396]"", ""2B044FBD2B40D9406C8E1B7D1BB528B0"", ""Judah"")",OptionA,"NSLOCTEXT(""[656AFBE7021C3137298A37C3D1B09225]"", ""99DFD2DD7CD451B4D42EF4106639C356"", ""Genesis 37"")"
Q098,Q098,"NSLOCTEXT(""[501531810CA06CFA8C8C87C218151ED3]"", ""C377E9F7B815DF811EF6C3A32C6B6603"", ""Which king had a dream of a giant statue interpreted by Daniel?"")","NSLOCTEXT(""[04D71A3D4D9221E61A2EA8429196BEB9]"", ""44E1FAD585B7D8745F1DC80E1ABD4FF5"", ""Nebuchadnezzar"")","NSLOCTEXT(""[B459913A54260E0184B2A064D0DF68D2]"", ""5FE7A871E92EB6594F300CBEA8CD5C63"", ""Belshazzar"")","NSLOCTEXT(""[2509A6C35A821B3CDF8BB07831E3FD1E]"", ""A80E5783383B7E8B012B07FA7626B6D7"", ""Cyrus"")","NSLOCTEXT(""[099CFB021D8F14BDC07E63874C0602C5]"", ""DCC0BB031323CCB483789E1C317A8DE9"", ""Darius"")",OptionA,"NSLOCTEXT(""[D717012E5F3050C68E7FCE9E7096157A]"", ""394B698B081E2895178CE4F4A2378124"", ""Daniel 2"")"
Q099,Q099,"NSLOCTEXT(""[932A6C066EE33364B000BB02BA1647B0]"", ""C6CC2E3618B3CA26D17BC9B5C4B95EF7"", ""What did the writing on the wall predict for Belshazzar?"")","NSLOCTEXT(""[6C203BC65DC2DB28AAE51E5197C98D00]"", ""857469E1B6DF70A8D2A15D147DB55612"", ""Victory in battle"")","NSLOCTEXT(""[F17826A6D2090676D9351FCCC3BF3C0F]"", ""FFA3E94CBE295F00997AB3203F1F1B58"", ""The fall of his kingdom"")","NSLOCTEXT(""[7AA1AFF947300270EDF77B81517C6E4C]"", ""F401A7B5706803304C8EC1D6EE8D7389"", ""Long life"")","NSLOCTEXT(""[31753227AB9B4C5974BF371FDB4272B6]"", ""2523462ED0C2D8DD27CF0C6F8236E83E"", ""A great famine"")",OptionB,"NSLOCTEXT(""[04DAA0F771EA79FDF3E780D2F294C9C1]"", ""6860F654D05BA334E77D83248310D75D"", ""Daniel 5"")"
Q100,Q100,"NSLOCTEXT(""[F5FF6D19BE95300C231E444494722CDF]"", ""CAFF9C3BE89934685F7B48BA5794CAE0"", ""Who was the prophet who married an unfaithful woman as a symbol of Israel?"")","NSLOCTEXT(""[F950E1F74984F05EB2239C4650E77DD6]"", ""E69ACF2A4FE96345978357804AC4C726"", ""Hosea"")","NSLOCTEXT(""[25F6CF27C6D32CB2ECC62A9BB6F2F603]"", ""AB7A4036FCCB9BA7996FE9E0F3F9CFD3"", ""Amos"")","NSLOCTEXT(""[AFE7B16F0EDEB763EEBE10E0FE13D791]"", ""7732C53CD508D211489AD423C8DFA3F8"", ""Joel"")","NSLOCTEXT(""[4D5897A37B1DF698B896CAE75A2A2711]"", ""90828DCD61155EAEA77E377BFB10A995"", ""Obadiah"")",OptionA,"NSLOCTEXT(""[C9EF6AF2F13A3B65479488B44ED03F79]"", ""4155B91E40FFF2A76DB6B5661BE5405B"", ""Hosea 1"")"
